18.598255, 73.707180
18.598245, 73.707189
18.598226, 73.707206
18.598218, 73.707212
18.598201, 73.707221
18.598185, 73.707230
18.598171, 73.707240
18.598159, 73.707247
18.598149, 73.707254
18.598134, 73.707260
18.598123, 73.707269
18.598112, 73.707274
18.598094, 73.707281
18.598075, 73.707294
18.598058, 73.707303
18.598043, 73.707311
18.598033, 73.707318
18.598020, 73.707325
18.598009, 73.707332
18.597993, 73.707341
18.597984, 73.707346
18.597975, 73.707351
18.597963, 73.707357
18.597949, 73.707366
18.597939, 73.707372
18.597926, 73.707380
18.597918, 73.707385
18.597908, 73.707393
18.597897, 73.707397
18.597892, 73.707400
18.597885, 73.707405
18.597879, 73.707409
18.597864, 73.707414
18.597854, 73.707421
18.597844, 73.707425
18.597837, 73.707431
18.597829, 73.707434
18.597819, 73.707440
18.597809, 73.707446
18.597768, 73.707463
18.597751, 73.707471
18.597742, 73.707477
18.597729, 73.707484
18.597713, 73.707492
18.597698, 73.707499
18.597673, 73.707512
18.597659, 73.707520
18.597644, 73.707529
18.597625, 73.707538
18.597607, 73.707548
18.597588, 73.707556
18.597564, 73.707573
18.597547, 73.707582
18.597532, 73.707589
18.597506, 73.707604
18.597459, 73.707628
18.597437, 73.707642
18.597412, 73.707656
18.597379, 73.707675
18.597349, 73.707690
18.597314, 73.707709
18.597286, 73.707724
18.597253, 73.707741
18.597219, 73.707761
18.597191, 73.707777
18.597163, 73.707790
18.597131, 73.707809
18.597115, 73.707820
18.597107, 73.707829
18.597091, 73.707835
18.597081, 73.707844
18.597069, 73.707851
18.597054, 73.707859
18.597041, 73.707870
18.597018, 73.707883
18.597003, 73.707892
18.596985, 73.707903
18.596969, 73.707912
18.596957, 73.707919
18.596939, 73.707928
18.596926, 73.707937
18.596906, 73.707949
18.596890, 73.707960
18.596870, 73.707973
18.596853, 73.707982
18.596836, 73.707993
18.596823, 73.708001
18.596809, 73.708008
18.596797, 73.708015
18.596781, 73.708026
18.596763, 73.708037
18.596748, 73.708046
18.596730, 73.708057
18.596710, 73.708070
18.596690, 73.708082
18.596675, 73.708089
18.596658, 73.708099
18.596643, 73.708112
18.596626, 73.708119
18.596606, 73.708130
18.596587, 73.708142
18.596567, 73.708153
18.596549, 73.708165
18.596529, 73.708177
18.596511, 73.708186
18.596491, 73.708199
18.596473, 73.708210
18.596451, 73.708223
18.596434, 73.708234
18.596407, 73.708247
18.596389, 73.708259
18.596367, 73.708271
18.596345, 73.708286
18.596320, 73.708300
18.596292, 73.708317
18.596260, 73.708335
18.596232, 73.708354
18.596210, 73.708366
18.596195, 73.708375
18.596171, 73.708386
18.596153, 73.708401
18.596128, 73.708414
18.596103, 73.708432
18.596083, 73.708446
18.596068, 73.708456
18.596047, 73.708468
18.596029, 73.708478
18.596013, 73.708489
18.595993, 73.708500
18.595975, 73.708511
18.595952, 73.708526
18.595923, 73.708549
18.595903, 73.708566
